OUT/com/60763/10036825/378021729.html,Interfaith Retreats,"""Very quiet and peaceful.  Friendly and welcoming hosts.\\nNo partying, loud noise, alcohol or meat allowed on premises.\\nSleeping quarters are tiny, but comfortable enough for a good nights rest.  Bathroom and other facilities were spotless.\\nI\\'d stay there again.",4,positive
OUT/com/60763/10036825/420085463.html,Interfaith Retreats,"""I normally write if I really like a place and share with people for them to experience, but recently I booked a room (by mistake) through a booking agent, thinking that it is an average place and just for one night is ok, but it turned out that it is a tiny (one bed only) room with shared bathroom and toilet! It is fine if you are up to this, but just you need to know, this place is no way close to a hotel room, the place is a living room and divided in the individual rooms and you see a grid (open) to the ceiling of the (big) living room, so, it is again fine if you are up to this, but not sure if you wanna spend about 80 $ for this space plus it is in the strange neighbourhood.. I must be honest that I was welcomed nicely and the food and everything else is free to share, and plus it is religious place so you will see everywhere some sign of that. True or not the guy told me that the profit goes to homeless, if that is true and I know it, then it is ok not \\'wasting\\' money - but I have no proof of that yet. Well, I rated this place poor for the conditions that you might like to consider the price and the facilities you will get.. I think it is highly rated - I would expect that if it is less than 60 $ and true that the profit goes to homeless, and ready to sleep with someone else\\'s doorstep and hear a lot (although it is forbidden to make noise and no alcohol is allowed, but still people make noise when they sleep right?) of strange sound.. I slept ok, because I had wine outside and came really late and just went to bed.. that is it. So here you go, choose or not it is up to you but expectations should be available to public, thanks to Trip Advisor giving this open sharing so we can talk about it.",2,negative
OUT/com/60763/10036825/420586978.html,Interfaith Retreats,"""I was looking for an inexpensive place to stay, and they were asking $77 a night and a really good location.  So, I stayed here.\\nThis place is not for everyone.  A large room has been subdivided into tiny pods, each one 6 feet, 4 inches long, maybe 5 feet wide, no actual ceiling, but lattice work above your head to prevent anyone from reaching into your room.\\nI was intrigued by the other guests.  Two or three young adults--backpackers traveling alone--one guy, a couple of different girls.  A man who left each day in a 3 piece suit.  A really old Asian couple.  An old guy from England.\\nIt is nice that they leave cereal, bread, cheese, pb and j, out 24 hours a day, also fruit, and milk and juice in fridge.  You can have cereal for breakfast and make a sandwich for lunch wherever you might be.\\nI am not used to unisex bathroom.  The first time I went in, it as jarring to see a woman who is not my wife brushing her teeth.  And, I was really self conscious about being in one bathroom stall and having another guest sit down next door.\\nIt is certainly a quiet place.  They enforce quiet hour after 8:30--if you want to make a cell phone call, you have to go outside.  The staff fussed at me when, even when it was not quiet hour, I spoke in a normal tone of voice (although they often call back and forth to each other).  But the result is that it is a quiet and simple and peaceful place to stay.\\nPaintings and pictures of different deities all around.  Fresh flowers in small dining area.  Clean.  Tiny but comfortable bed.  Friendly staff.  But be prepared to hear other people coughing on the other side of the partition, or humming, or sneezing.\\nStill, for the price and for the location and for the quiet, I would stay there again,  Yes, rooms are tiny, but, for a short stay, you can make do.  Just remember to have something on when you enter the bathroom!",3,negative
OUT/com/60763/10036825/442576047.html,Interfaith Retreats,"""I stayed here for 2 nights and I paid for $150-. This is one of the cheap hostels in NYC. You will have your own small pod which is reasonable. \\n\\nThere is no elevator in this building unluckily, my pod was located at the 5th floor. There is a common bathroom in every floor. Again, unluckily, there was no hot water in the shower area so the only option is to go to other floors. \\n\\nThe good things are: \\n- there are subways near the hostel\\n- many restaurants in the area\\n- Macy\\'s and Empire State Building are just few blocks away\\n- the staff are super friendly\\n- the hostel is clean and cozy",3,negative
OUT/com/60763/10036825/446101397.html,Interfaith Retreats,"""I loved this place. It is clean, quiet and comfortable.  Everyone was very helpful and respectful.  The pods are very, very small but warm and comfortable.  There are hooks and a shelf and space under the bed for belongings.  There is no true ceiling, just lattice, but everyone was quiet and respectful, AND complimentary ear plugs are provided.  Free, healthy vegetarian food is available around the clock. \\n\\nSince this is a spiritual retreat center, no meat or alcohol is allowed inside (which I appreciate, as I have the same rules in my own home).  There are beautiful pictures of saints and Gurus all around, with fresh cut flowers and fruits in the common living space.  The bathrooms are very clean as well.\\n\\nThe money from this business goes towards feeding homeless people in the city.  I went along one morning and after serving the food near a park, they took the leftovers to a homeless soup kitchen nearby.  It is sad to witness such desperation on a freezing cold NY morning, but beautiful to know that people care this much about their fellow humans, and work around the clock to be of service like that.  \\n\\nI will most certainly stay here when I return to NYC.",5,positive
OUT/com/60763/10036825/607185918.html,Interfaith Retreats,"""I twice tried booking a room here, several weeks before my travel date, using their web site. A confirmation came back from booking.com whom they presumably use as a reservation service. A day later, I got an email from booking.com saying my credit card was invalid (it wasn\\'t.) I tried for several days to phone, text and email the hostel with no response whatsoever. A friend had already made a reservation for the same period, by phone, so assured me the phone number was correct. I then got an email from booking.com saying my reservation was cancelled due to the credit card &quot;problem&quot;! I tried booking again using the hostel web site, and assuming there was some kind of computer glitch, I used a different credit card, but same events happened: invalid card, no response to my various calls, then cancellation. When I got through to booking.com they were baffled, had no explanation. Obviously after this complete lack of response I\\'m not staying there! But am now left fretting that the &quot;booking.com&quot; emails were phishing emails to get my financial details. Booking.com insist they haven\\'t been hacked, but I wonder if this hostel has been hacked? If they had only behaved professionally and responded to my calls and texts then I would know what the problem was. So much for previous reviews mentioning the &quot;kind, considerate staff&quot;.  I am particularly surprised at the behaviour of the hostel staff, considering they are a faith-based organization. It\\u2019s very commendable that they provide meals to the homeless, however without the money from travellers such as myself, they wouldn\\'t be able to do this work!",1,negative
OUT/com/60763/10036825/634929033.html,Interfaith Retreats,"""Location is great. Near to metro which takes you to Airtrain stations, Times square, WTC. It is in center of NYC, near to shops, supermarket, bars, Empire State Building, etc.\\nWas my first time booking for a capsule room, but terrible experience. In realty it is not a private room, just a small place in a living room, as a 40bed hostel shared room with shared bathroom. No ceiling, just tinny wallpaper \\u201cwalls\\u201d. To be honest is better to share a room and shower with 3 or 5 more person in a hostel, than with 39 and as well listen to them at night in sleeping time. Rooms furtinute old, not clean neither, i was not sure neither about the cleanness of the sheets. Smell of the whole building and area. The bathroom very dirty, everywhere hair and spits of thootpaste, seams never cleaned. Breakfast is a joke, just fruit, some cereal bars and butter left out all day long on the table.  No cold water, just hot to drink, some left over of instant coffee.  They have fridge for everyone, but even looks terrible. The rooms are extremly small, but thats OK, the problem is no ceiling and you hear everything even if they give you earplugs in advance. \\nOne guy from the staff was also talking about Krishna and religious things to convince. Terrible. On Booking.com the owner replied that \\u201cjust because you asked about\\u201d Ahahah, I have to tell you that I have asked for my passport to get back and the guy randomly made me questions like \\u201cDo you know Krishna? What do you know about? What you should know about..., etc.\\u201d Come on, I understand its religious place, also I am religious, but I would never make a question like for persons, for guests, etc. I felt embarrassed. Noone has to ask about your religious interests, at least I think so.\\nAnyway the place is vegetarian, no alcohol allowed.\\nVery inconsistent with religion ways as there are pictures of saints and Buddha, Krishna, etc. You will be lost with the religion there, I had non idea what they want to say with all this chaos. Very strange in total.\\nNo idea for what they charge 10$ per stay for cleaning if the place is very dirty and smells bad.\\nAt your arrival you will have to pay, if you arrive at night, than just in cash it is possible, be prepared.\\nThe Chelsea rooms hotel is in the same building, just worst, on the 4.floor without elevator. No worth for money, same nothing as I have heard from the other guests there by talking with them. Same company I guess.\\nTo be honest the only reason I was happy to leave NYC, to do not sleep again one more night in this place, 3 nights were more than enough.\\nThis place is not for me, sorry.",2,negative
OUT/com/60763/10036825/643423081.html,Interfaith Retreats,"""It\\'s important to read the review and understand what you are signing up for.  I did and it was as expected.  My dilemma was I didn\\'t want to pay for a hotel and didn\\'t want to share a room in a hostel with possible noisy roommates stumbling in at the middle of the night.\\nThis place was definitely quiet at night which was much appreciated.  Sure you can hear some snoring and morning alarms, but they provide ear plugs for this.\\nThe \\'pod\\' was slightly smaller than I hoped and not for anyone taller than 5 foot 9, but for a couple nights I didn\\'t mind.  The overhead storage was helpful.  I was out all day and only there to sleep.  Nice to have a secure space for your belongings.\\nThe place was cozy warm and the kitchen as described with some free goodies and free Internet and luggage storage.\\nThe location was fantastic, especially if you are coming into Penn.\\nI found the bathroom clean and never waited for a shower.   There are hair dryers and shampoo/soap.  Towels also provided.\\nI had no issues with contacting the management with questions in advance.\\nI would return if found myself in NYC.... who spends time in their room anyway?",4,positive
OUT/com/60763/10036825/657143935.html,Interfaith Retreats,"""It ain\\u2019t the Ritz, but for $80 a night, such a deal. \\n\\nIf you just want a place to crash, without a lot of cash, you found your place. Small rooms. Clean. Shared bathroom. \\n\\nReally nice people with a heart. ",4,positive
OUT/com/60763/10036825/683710091.html,Interfaith Retreats,"""I needed a couple of nights in NYC near the convention center on a budget and do not need thrills or frills. If you only need a bed and willing to share a bathroom this is a great option as the staff is friendly, bed area and bathroom were clean. They have strict quiet hours so if you are looking to party and come back late to continue the fun this is not the place.",4,positive
